Beach_Name,Measurement_Timestamp,Water_Temperature,Turbidity,Transducer_Depth,Wave_Height,Wave_Period,Battery_Life,Measurement_Timestamp_Label,Measurement_ID
Rainbow Beach,07/02/2014 05:00:00 PM,16.6,1.79,1.504,0.33,3,10.6,07/02/2014 5:00 PM,RainbowBeach201407021700
Calumet Beach,07/03/2014 08:00:00 AM,17.6,1.07,1.42,0.161,4,10.3,07/03/2014 8:00 AM,CalumetBeach201407030800
63rd Street Beach,07/03/2014 08:00:00 AM,16.2,0.79,1.74,0.278,5,10.8,07/03/2014 8:00 AM,63rdStreetBeach201407030800
Montrose Beach,07/03/2014 08:00:00 AM,16.7,1.24,1.669,0.211,5,10.5,07/03/2014 8:00 AM,MontroseBeach201407030800
Osterman Beach,07/03/2014 08:00:00 AM,17.3,1.41,1.356,0.184,4,11,07/03/2014 8:00 AM,OstermanBeach201407030800
Ohio Street Beach,07/03/2014 08:00:00 AM,15.5,1.44,1.755,0.164,4,10.6,07/03/2014 8:00 AM,OhioStreetBeach201407030800
Rainbow Beach,07/03/2014 08:00:00 AM,16.5,1.7,1.532,0.276,3,10.6,07/03/2014 8:00 AM,RainbowBeach201407030800
Montrose Beach,07/01/2014 10:00:00 PM,16.8,0.53,1.416,0.096,4,10.6,07/01/2014 10:00 PM,MontroseBeach201407012200
Osterman Beach,07/01/2014 10:00:00 PM,16.4,0.76,1.078,0.115,2,11.1,07/01/2014 10:00 PM,OstermanBeach201407012200
Ohio Street Beach,07/01/2014 10:00:00 PM,16.6,1.04,1.511,0.091,3,10.7,07/01/2014 10:00 PM,OhioStreetBeach201407012200
Calumet Beach,07/01/2014 11:00:00 PM,18.8,2.26,1.262,0.076,3,10.4,07/01/2014 11:00 PM,CalumetBeach201407012300
63rd Street Beach,07/01/2014 11:00:00 PM,16.4,0.83,1.646,0.095,4,10.9,07/01/2014 11:00 PM,63rdStreetBeach201407012300
Montrose Beach,07/01/2014 11:00:00 PM,16.9,0.67,1.444,0.085,9,10.6,07/01/2014 11:00 PM,MontroseBeach201407012300
Osterman Beach,07/01/2014 11:00:00 PM,16.4,0.68,1.155,0.088,4,11.1,07/01/2014 11:00 PM,OstermanBeach201407012300
Ohio Street Beach,07/01/2014 11:00:00 PM,16.3,1.25,1.469,0.084,2,10.7,07/01/2014 11:00 PM,OhioStreetBeach201407012300
Rainbow Beach,07/01/2014 11:00:00 PM,16.7,0.89,1.463,0.092,3,10.7,07/01/2014 11:00 PM,RainbowBeach201407012300
Calumet Beach,07/02/2014 12:00:00 AM,18.8,2.25,1.457,0.073,4,10.4,07/02/2014 12:00 AM,CalumetBeach201407022400
63rd Street Beach,07/02/2014 12:00:00 AM,16.4,0.72,1.674,0.109,4,10.9,07/02/2014 12:00 AM,63rdStreetBeach201407022400
Montrose Beach,07/02/2014 12:00:00 AM,16.6,0.53,1.544,0.092,8,10.6,07/02/2014 12:00 AM,MontroseBeach201407022400
Osterman Beach,07/02/2014 12:00:00 AM,16,0.56,1.198,0.086,8,11.1,07/02/2014 12:00 AM,OstermanBeach201407022400
Ohio Street Beach,07/02/2014 12:00:00 AM,16,1.18,1.635,0.088,2,10.7,07/02/2014 12:00 AM,OhioStreetBeach201407022400
Rainbow Beach,07/02/2014 12:00:00 AM,16.5,1.08,1.493,0.116,4,10.7,07/02/2014 12:00 AM,RainbowBeach201407022400
Calumet Beach,07/02/2014 11:00:00 AM,18.6,3.08,1.443,0.081,3,10.4,07/02/2014 11:00 AM,CalumetBeach201407021100
63rd Street Beach,07/02/2014 11:00:00 AM,16.4,0.78,1.774,0.118,2,10.9,07/02/2014 11:00 AM,63rdStreetBeach201407021100
Montrose Beach,07/02/2014 11:00:00 AM,16.6,0.41,1.611,0.147,2,10.5,07/02/2014 11:00 AM,MontroseBeach201407021100
Osterman Beach,07/02/2014 11:00:00 AM,16.6,0.39,1.311,0.124,5,11.1,07/02/2014 11:00 AM,OstermanBeach201407021100
Ohio Street Beach,07/02/2014 11:00:00 AM,17.1,0.89,1.723,0.107,2,10.6,07/02/2014 11:00 AM,OhioStreetBeach201407021100
Rainbow Beach,07/02/2014 11:00:00 AM,16.4,0.71,1.545,0.133,2,9.8,07/02/2014 11:00 AM,RainbowBeach201407021100
Calumet Beach,07/02/2014 08:00:00 PM,18,3.31,1.505,0.178,4,10.3,07/02/2014 8:00 PM,CalumetBeach201407022000
63rd Street Beach,07/02/2014 08:00:00 PM,15.8,2.09,1.851,0.32,4,10.9,07/02/2014 8:00 PM,63rdStreetBeach201407022000
Calumet Beach,07/02/2014 01:00:00 AM,18.7,2.5,1.361,0.069,3,10.4,07/02/2014 1:00 AM,CalumetBeach201407020100
63rd Street Beach,07/02/2014 01:00:00 AM,16.3,0.86,1.604,0.09,4,10.9,07/02/2014 1:00 AM,63rdStreetBeach201407020100
Montrose Beach,07/02/2014 01:00:00 AM,16.5,0.51,1.556,0.095,7,10.6,07/02/2014 1:00 AM,MontroseBeach201407020100
Osterman Beach,07/02/2014 01:00:00 AM,16,0.57,1.206,0.089,7,11.1,07/02/2014 1:00 AM,OstermanBeach201407020100
Ohio Street Beach,07/02/2014 01:00:00 AM,16,1.07,1.659,0.078,4,10.7,07/02/2014 1:00 AM,OhioStreetBeach201407020100
Rainbow Beach,07/02/2014 01:00:00 AM,16.2,1.29,1.439,0.089,4,10.7,07/02/2014 1:00 AM,RainbowBeach201407020100
Calumet Beach,07/02/2014 02:00:00 AM,18.7,2.73,1.067,0.055,7,10.4,07/02/2014 2:00 AM,CalumetBeach201407020200
63rd Street Beach,07/02/2014 02:00:00 AM,16.3,1.11,1.396,0.08,7,10.9,07/02/2014 2:00 AM,63rdStreetBeach201407020200
Montrose Beach,07/02/2014 02:00:00 AM,16.5,0.48,1.514,0.078,6,10.6,07/02/2014 2:00 AM,MontroseBeach201407020200
Osterman Beach,07/02/2014 02:00:00 AM,16.1,0.85,1.209,0.084,5,11.1,07/02/2014 2:00 AM,OstermanBeach201407020200
Ohio Street Beach,07/02/2014 02:00:00 AM,16.2,1.07,1.511,0.068,6,10.7,07/02/2014 2:00 AM,OhioStreetBeach201407020200
Rainbow Beach,07/02/2014 02:00:00 AM,16,1.04,1.208,0.084,7,10.7,07/02/2014 2:00 AM,RainbowBeach201407020200
Calumet Beach,07/02/2014 03:00:00 AM,18.6,2.33,1.25,0.059,6,10.4,07/02/2014 3:00 AM,CalumetBeach201407020300
63rd Street Beach,07/02/2014 03:00:00 AM,16.2,0.88,1.583,0.078,6,10.9,07/02/2014 3:00 AM,63rdStreetBeach201407020300
Montrose Beach,07/02/2014 03:00:00 AM,16.4,0.45,1.591,0.083,3,10.5,07/02/2014 3:00 AM,MontroseBeach201407020300
Osterman Beach,07/02/2014 03:00:00 AM,15.8,0.78,1.277,0.081,3,11.1,07/02/2014 3:00 AM,OstermanBeach201407020300
Ohio Street Beach,07/02/2014 03:00:00 AM,16.2,1.2,1.66,0.073,4,10.7,07/02/2014 3:00 AM,OhioStreetBeach201407020300
Rainbow Beach,07/02/2014 03:00:00 AM,15.9,0.99,1.415,0.081,6,10.7,07/02/2014 3:00 AM,RainbowBeach201407020300
Calumet Beach,07/02/2014 04:00:00 AM,18.5,2.33,1.402,0.06,9,10.4,07/02/2014 4:00 AM,CalumetBeach201407020400
63rd Street Beach,07/02/2014 04:00:00 AM,16.1,1.02,1.647,0.082,5,10.9,07/02/2014 4:00 AM,63rdStreetBeach201407020400
Montrose Beach,07/02/2014 04:00:00 AM,16.2,0.4,1.543,0.097,3,10.6,07/02/2014 4:00 AM,MontroseBeach201407020400
Osterman Beach,07/02/2014 04:00:00 AM,15.6,0.59,1.219,0.08,9,11.1,07/02/2014 4:00 AM,OstermanBeach201407020400
Ohio Street Beach,07/02/2014 04:00:00 AM,16.2,1.04,1.612,0.062,5,10.7,07/02/2014 4:00 AM,OhioStreetBeach201407020400
Rainbow Beach,07/02/2014 04:00:00 AM,15.8,1.08,1.455,0.081,5,10.7,07/02/2014 4:00 AM,RainbowBeach201407020400
63rd Street Beach,07/02/2014 05:00:00 AM,16,0.94,1.724,0.081,10,10.9,07/02/2014 5:00 AM,63rdStreetBeach201407020500
Montrose Beach,07/02/2014 05:00:00 AM,16.1,0.43,1.506,0.081,9,10.5,07/02/2014 5:00 AM,MontroseBeach201407020500
Osterman Beach,07/02/2014 05:00:00 AM,15.6,0.37,1.183,0.084,3,11.1,07/02/2014 5:00 AM,OstermanBeach201407020500
Ohio Street Beach,07/02/2014 05:00:00 AM,16.2,1.14,1.621,0.058,3,10.7,07/02/2014 5:00 AM,OhioStreetBeach201407020500
Rainbow Beach,07/02/2014 05:00:00 AM,15.8,0.81,1.507,0.084,9,10.7,07/02/2014 5:00 AM,RainbowBeach201407020500
Calumet Beach,07/02/2014 06:00:00 AM,18.5,2.14,1.398,0.078,2,10.4,07/02/2014 6:00 AM,CalumetBeach201407020600
63rd Street Beach,07/02/2014 06:00:00 AM,15.9,0.96,1.661,0.076,10,10.9,07/02/2014 6:00 AM,63rdStreetBeach201407020600
Montrose Beach,07/02/2014 06:00:00 AM,16,0.42,1.511,0.107,8,10.5,07/02/2014 6:00 AM,MontroseBeach201407020600
Osterman Beach,07/02/2014 06:00:00 AM,15.5,0.4,1.195,0.107,8,11.1,07/02/2014 6:00 AM,OstermanBeach201407020600
Ohio Street Beach,07/02/2014 06:00:00 AM,16.2,1.09,1.553,0.058,3,10.7,07/02/2014 6:00 AM,OhioStreetBeach201407020600
Rainbow Beach,07/02/2014 06:00:00 AM,15.9,0.72,1.496,0.076,4,10.7,07/02/2014 6:00 AM,RainbowBeach201407020600
Calumet Beach,07/02/2014 07:00:00 AM,18.5,1.82,1.306,0.071,3,10.4,07/02/2014 7:00 AM,CalumetBeach201407020700
63rd Street Beach,07/02/2014 07:00:00 AM,15.9,0.91,1.542,0.069,7,10.9,07/02/2014 7:00 AM,63rdStreetBeach201407020700
Montrose Beach,07/02/2014 07:00:00 AM,16,0.41,1.505,0.121,6,10.5,07/02/2014 7:00 AM,MontroseBeach201407020700
Osterman Beach,07/02/2014 07:00:00 AM,15.7,0.39,1.198,0.098,7,11.1,07/02/2014 7:00 AM,OstermanBeach201407020700
Ohio Street Beach,07/02/2014 07:00:00 AM,16.2,1.12,1.552,0.068,7,10.7,07/02/2014 7:00 AM,OhioStreetBeach201407020700
Rainbow Beach,07/02/2014 07:00:00 AM,15.9,0.78,1.362,0.075,4,10.7,07/02/2014 7:00 AM,RainbowBeach201407020700
Calumet Beach,07/02/2014 08:00:00 AM,18.5,1.5,1.361,0.073,2,10.4,07/02/2014 8:00 AM,CalumetBeach201407020800
63rd Street Beach,07/02/2014 08:00:00 AM,16,0.8,1.729,0.087,6,10.9,07/02/2014 8:00 AM,63rdStreetBeach201407020800
Montrose Beach,07/02/2014 08:00:00 AM,16,0.41,1.555,0.126,6,10.5,07/02/2014 8:00 AM,MontroseBeach201407020800
Osterman Beach,07/02/2014 08:00:00 AM,15.8,0.39,1.231,0.1,6,11.1,07/02/2014 8:00 AM,OstermanBeach201407020800
Ohio Street Beach,07/02/2014 08:00:00 AM,16.1,1.01,1.684,0.076,6,10.6,07/02/2014 8:00 AM,OhioStreetBeach201407020800
Rainbow Beach,07/02/2014 08:00:00 AM,15.9,0.74,1.52,0.092,6,10.7,07/02/2014 8:00 AM,RainbowBeach201407020800
Calumet Beach,07/02/2014 09:00:00 AM,18.7,1.83,1.297,0.08,6,10.4,07/02/2014 9:00 AM,CalumetBeach201407020900
63rd Street Beach,07/02/2014 09:00:00 AM,16.1,0.82,1.663,0.098,5,10.9,07/02/2014 9:00 AM,63rdStreetBeach201407020900
Montrose Beach,07/02/2014 09:00:00 AM,16.2,0.38,1.518,0.127,2,10.5,07/02/2014 9:00 AM,MontroseBeach201407020900
Osterman Beach,07/02/2014 09:00:00 AM,16.1,0.44,1.197,0.118,3,11.1,07/02/2014 9:00 AM,OstermanBeach201407020900
Ohio Street Beach,07/02/2014 09:00:00 AM,16.4,0.99,1.574,0.081,3,10.6,07/02/2014 9:00 AM,OhioStreetBeach201407020900
Rainbow Beach,07/02/2014 09:00:00 AM,16.1,0.73,1.47,0.116,3,9.7,07/02/2014 9:00 AM,RainbowBeach201407020900
Calumet Beach,07/02/2014 10:00:00 AM,18.5,3.57,1.527,0.097,3,10.4,07/02/2014 10:00 AM,CalumetBeach201407021000
63rd Street Beach,07/02/2014 10:00:00 AM,16.3,0.79,1.8,0.115,3,10.9,07/02/2014 10:00 AM,63rdStreetBeach201407021000
Montrose Beach,07/02/2014 10:00:00 AM,16.4,0.4,1.516,0.129,2,10.5,07/02/2014 10:00 AM,MontroseBeach201407021000
Osterman Beach,07/02/2014 10:00:00 AM,16.4,0.35,1.184,0.106,2,11.1,07/02/2014 10:00 AM,OstermanBeach201407021000
Ohio Street Beach,07/02/2014 10:00:00 AM,16.5,0.94,1.706,0.125,3,10.6,07/02/2014 10:00 AM,OhioStreetBeach201407021000
Rainbow Beach,07/02/2014 10:00:00 AM,16.2,0.73,1.604,0.138,3,9.8,07/02/2014 10:00 AM,RainbowBeach201407021000
Calumet Beach,07/02/2014 12:00:00 PM,18.6,3.68,1.284,0.086,4,10.4,07/02/2014 12:00 PM,CalumetBeach201407021200
63rd Street Beach,07/02/2014 12:00:00 PM,16.6,0.72,1.616,0.134,2,10.9,07/02/2014 12:00 PM,63rdStreetBeach201407021200
Montrose Beach,07/02/2014 12:00:00 PM,16.7,0.51,1.651,0.147,2,10.5,07/02/2014 12:00 PM,MontroseBeach201407021200
Osterman Beach,07/02/2014 12:00:00 PM,16.7,0.37,1.356,0.144,2,11.1,07/02/2014 12:00 PM,OstermanBeach201407021200
Ohio Street Beach,07/02/2014 12:00:00 PM,17.2,0.98,1.617,0.113,3,10.6,07/02/2014 12:00 PM,OhioStreetBeach201407021200
Rainbow Beach,07/02/2014 12:00:00 PM,16.7,0.63,1.402,0.139,2,10.7,07/02/2014 12:00 PM,RainbowBeach201407021200
Calumet Beach,07/02/2014 01:00:00 PM,18.6,4.25,1.433,0.089,2,10.4,07/02/2014 1:00 PM,CalumetBeach201407021300
63rd Street Beach,07/02/2014 01:00:00 PM,16.6,0.68,1.753,0.139,4,10.9,07/02/2014 1:00 PM,63rdStreetBeach201407021300
Montrose Beach,07/02/2014 01:00:00 PM,16.8,0.44,1.782,0.176,2,10.5,07/02/2014 1:00 PM,MontroseBeach201407021300
Osterman Beach,07/02/2014 01:00:00 PM,16.7,0.41,1.466,0.132,3,11.1,07/02/2014 1:00 PM,OstermanBeach201407021300
Ohio Street Beach,07/02/2014 01:00:00 PM,17.5,0.81,1.837,0.122,3,10.6,07/02/2014 1:00 PM,OhioStreetBeach201407021300
Rainbow Beach,07/02/2014 01:00:00 PM,16.7,0.66,1.541,0.151,3,10.7,07/02/2014 1:00 PM,RainbowBeach201407021300
Calumet Beach,07/02/2014 02:00:00 PM,18.6,3.22,1.476,0.1,3,10.4,07/02/2014 2:00 PM,CalumetBeach201407021400
63rd Street Beach,07/02/2014 02:00:00 PM,16.6,0.65,1.725,0.134,4,10.9,07/02/2014 2:00 PM,63rdStreetBeach201407021400
Montrose Beach,07/02/2014 02:00:00 PM,16.8,0.44,1.667,0.274,2,10.5,07/02/2014 2:00 PM,MontroseBeach201407021400
Osterman Beach,07/02/2014 02:00:00 PM,16.5,0.67,1.361,0.242,2,11.1,07/02/2014 2:00 PM,OstermanBeach201407021400
Ohio Street Beach,07/02/2014 02:00:00 PM,17.7,0.9,1.728,0.132,3,10.6,07/02/2014 2:00 PM,OhioStreetBeach201407021400
Rainbow Beach,07/02/2014 02:00:00 PM,16.9,0.65,1.533,0.172,5,10.6,07/02/2014 2:00 PM,RainbowBeach201407021400
Calumet Beach,07/03/2014 12:00:00 AM,18,3.44,1.449,0.145,4,10.3,07/03/2014 12:00 AM,CalumetBeach201407032400
63rd Street Beach,07/03/2014 12:00:00 AM,15.6,2.13,1.77,0.266,4,10.8,07/03/2014 12:00 AM,63rdStreetBeach201407032400
Montrose Beach,07/03/2014 12:00:00 AM,16.4,1.3,1.697,0.265,4,10.5,07/03/2014 12:00 AM,MontroseBeach201407032400
Osterman Beach,07/03/2014 12:00:00 AM,17.4,1.11,1.372,0.22,4,11,07/03/2014 12:00 AM,OstermanBeach201407032400
Ohio Street Beach,07/03/2014 12:00:00 AM,16.5,1,1.764,0.176,4,10.6,07/03/2014 12:00 AM,OhioStreetBeach201407032400
Rainbow Beach,07/03/2014 12:00:00 AM,16.2,2.68,1.565,0.285,3,10.7,07/03/2014 12:00 AM,RainbowBeach201407032400
Calumet Beach,07/02/2014 03:00:00 PM,18,3.81,1.602,0.115,3,10.4,07/02/2014 3:00 PM,CalumetBeach201407021500
63rd Street Beach,07/02/2014 03:00:00 PM,16.5,0.7,1.868,0.314,3,10.9,07/02/2014 3:00 PM,63rdStreetBeach201407021500
Montrose Beach,07/02/2014 03:00:00 PM,16.6,0.92,1.71,0.314,3,10.5,07/02/2014 3:00 PM,MontroseBeach201407021500
Osterman Beach,07/02/2014 03:00:00 PM,16.7,0.64,1.381,0.261,3,11.1,07/02/2014 3:00 PM,OstermanBeach201407021500
Ohio Street Beach,07/02/2014 03:00:00 PM,16.9,1.04,1.754,0.26,3,10.6,07/02/2014 3:00 PM,OhioStreetBeach201407021500
Rainbow Beach,07/02/2014 03:00:00 PM,16.8,1.04,1.683,0.312,3,10.7,07/02/2014 3:00 PM,RainbowBeach201407021500
63rd Street Beach,07/02/2014 04:00:00 PM,16.5,1.07,1.798,0.337,3,10.9,07/02/2014 4:00 PM,63rdStreetBeach201407021600
Montrose Beach,07/02/2014 04:00:00 PM,16.6,1.05,1.695,0.326,3,10.5,07/02/2014 4:00 PM,MontroseBeach201407021600
Osterman Beach,07/02/2014 04:00:00 PM,16.7,0.88,1.361,0.274,3,11.1,07/02/2014 4:00 PM,OstermanBeach201407021600
Ohio Street Beach,07/02/2014 04:00:00 PM,16.8,1.77,1.782,0.191,3,10.6,07/02/2014 4:00 PM,OhioStreetBeach201407021600
Rainbow Beach,07/02/2014 04:00:00 PM,16.6,1.57,1.583,0.354,3,10.7,07/02/2014 4:00 PM,RainbowBeach201407021600
Calumet Beach,07/02/2014 06:00:00 PM,18,3.44,1.427,0.159,4,10.4,07/02/2014 6:00 PM,CalumetBeach201407021800
63rd Street Beach,07/02/2014 06:00:00 PM,16.2,1.72,1.805,0.328,4,10.9,07/02/2014 6:00 PM,63rdStreetBeach201407021800
Montrose Beach,07/02/2014 06:00:00 PM,16.4,1.63,1.707,0.336,4,10.5,07/02/2014 6:00 PM,MontroseBeach201407021800
Osterman Beach,07/02/2014 06:00:00 PM,17.5,2.03,1.384,0.298,4,11.1,07/02/2014 6:00 PM,OstermanBeach201407021800
Ohio Street Beach,07/02/2014 06:00:00 PM,17.6,1.53,1.778,0.232,3,10.6,07/02/2014 6:00 PM,OhioStreetBeach201407021800
Rainbow Beach,07/02/2014 06:00:00 PM,16.5,2.02,1.59,0.356,4,10.6,07/02/2014 6:00 PM,RainbowBeach201407021800
Calumet Beach,07/02/2014 07:00:00 PM,18,3.39,1.457,0.166,4,10.4,07/02/2014 7:00 PM,CalumetBeach201407021900
63rd Street Beach,07/02/2014 07:00:00 PM,15.9,1.92,1.761,0.319,4,10.9,07/02/2014 7:00 PM,63rdStreetBeach201407021900
Montrose Beach,07/02/2014 07:00:00 PM,16.3,1.33,1.603,0.322,3,10.5,07/02/2014 7:00 PM,MontroseBeach201407021900
Osterman Beach,07/02/2014 07:00:00 PM,17.5,2.33,1.286,0.275,4,11.1,07/02/2014 7:00 PM,OstermanBeach201407021900
Ohio Street Beach,07/02/2014 07:00:00 PM,17.1,1.39,1.711,0.221,4,10.6,07/02/2014 7:00 PM,OhioStreetBeach201407021900
Rainbow Beach,07/02/2014 07:00:00 PM,16.6,2.52,1.561,0.338,4,10.7,07/02/2014 7:00 PM,RainbowBeach201407021900
Montrose Beach,07/02/2014 08:00:00 PM,16.3,1.5,1.619,0.304,5,10.5,07/02/2014 8:00 PM,MontroseBeach201407022000
Osterman Beach,07/02/2014 08:00:00 PM,17.4,2.39,1.294,0.259,4,11,07/02/2014 8:00 PM,OstermanBeach201407022000
Ohio Street Beach,07/02/2014 08:00:00 PM,16.9,1.28,1.718,0.225,4,10.6,07/02/2014 8:00 PM,OhioStreetBeach201407022000
Rainbow Beach,07/02/2014 08:00:00 PM,16.4,2.75,1.642,0.322,4,10.7,07/02/2014 8:00 PM,RainbowBeach201407022000
Calumet Beach,07/02/2014 09:00:00 PM,18.1,3.26,1.515,0.172,4,10.4,07/02/2014 9:00 PM,CalumetBeach201407022100
63rd Street Beach,07/02/2014 09:00:00 PM,15.7,2,1.764,0.293,4,10.9,07/02/2014 9:00 PM,63rdStreetBeach201407022100
Montrose Beach,07/02/2014 09:00:00 PM,16.3,1.43,1.622,0.27,3,10.5,07/02/2014 9:00 PM,MontroseBeach201407022100
Osterman Beach,07/02/2014 09:00:00 PM,17.4,2.36,1.294,0.238,4,11,07/02/2014 9:00 PM,OstermanBeach201407022100
Ohio Street Beach,07/02/2014 09:00:00 PM,16.7,1.17,1.701,0.19,5,10.6,07/02/2014 9:00 PM,OhioStreetBeach201407022100
Rainbow Beach,07/02/2014 09:00:00 PM,16.4,3.69,1.557,0.303,4,10.7,07/02/2014 9:00 PM,RainbowBeach201407022100
Calumet Beach,07/02/2014 10:00:00 PM,18.1,2.35,1.425,0.16,4,10.3,07/02/2014 10:00 PM,CalumetBeach201407022200
63rd Street Beach,07/02/2014 10:00:00 PM,15.7,2.08,1.707,0.292,4,10.9,07/02/2014 10:00 PM,63rdStreetBeach201407022200
Montrose Beach,07/02/2014 10:00:00 PM,16.3,1.09,1.711,0.25,4,10.5,07/02/2014 10:00 PM,MontroseBeach201407022200
Osterman Beach,07/02/2014 10:00:00 PM,17.4,1.62,1.4,0.238,3,11,07/02/2014 10:00 PM,OstermanBeach201407022200
Ohio Street Beach,07/02/2014 10:00:00 PM,16.6,1.02,1.735,0.184,3,10.6,07/02/2014 10:00 PM,OhioStreetBeach201407022200
Rainbow Beach,07/02/2014 10:00:00 PM,16.2,5.13,1.53,0.286,4,10.7,07/02/2014 10:00 PM,RainbowBeach201407022200
Calumet Beach,07/02/2014 11:00:00 PM,18.1,4.27,1.533,0.156,3,10.3,07/02/2014 11:00 PM,CalumetBeach201407022300
63rd Street Beach,07/02/2014 11:00:00 PM,15.7,2.78,1.843,0.264,4,10.8,07/02/2014 11:00 PM,63rdStreetBeach201407022300
Montrose Beach,07/02/2014 11:00:00 PM,16.4,1.27,1.703,0.253,4,10.5,07/02/2014 11:00 PM,MontroseBeach201407022300
Osterman Beach,07/02/2014 11:00:00 PM,17.4,1.49,1.383,0.222,4,11,07/02/2014 11:00 PM,OstermanBeach201407022300
Ohio Street Beach,07/02/2014 11:00:00 PM,16.6,1.15,1.776,0.174,4,10.6,07/02/2014 11:00 PM,OhioStreetBeach201407022300
Rainbow Beach,07/02/2014 11:00:00 PM,16.2,3.95,1.621,0.281,4,10.7,07/02/2014 11:00 PM,RainbowBeach201407022300
Calumet Beach,07/03/2014 01:00:00 AM,17.8,2.45,1.468,0.141,3,10.3,07/03/2014 1:00 AM,CalumetBeach201407030100
63rd Street Beach,07/03/2014 01:00:00 AM,15.5,1.74,1.774,0.259,4,10.8,07/03/2014 1:00 AM,63rdStreetBeach201407030100
Calumet Beach,07/03/2014 03:00:00 AM,17.7,1.82,1.436,0.126,6,10.3,07/03/2014 3:00 AM,CalumetBeach201407030300
Montrose Beach,07/03/2014 01:00:00 AM,16.4,1.71,1.68,0.276,4,10.5,07/03/2014 1:00 AM,MontroseBeach201407030100
Osterman Beach,07/03/2014 01:00:00 AM,17.4,0.96,1.365,0.24,4,11,07/03/2014 1:00 AM,OstermanBeach201407030100
Ohio Street Beach,07/03/2014 01:00:00 AM,16.4,1.12,1.746,0.188,4,10.6,07/03/2014 1:00 AM,OhioStreetBeach201407030100
Calumet Beach,07/03/2014 02:00:00 AM,17.7,1.87,1.488,0.128,4,10.3,07/03/2014 2:00 AM,CalumetBeach201407030200
63rd Street Beach,07/03/2014 02:00:00 AM,15.5,1.68,1.79,0.251,5,10.8,07/03/2014 2:00 AM,63rdStreetBeach201407030200
Montrose Beach,07/03/2014 02:00:00 AM,16.5,1.19,1.645,0.258,6,10.5,07/03/2014 2:00 AM,MontroseBeach201407030200
Osterman Beach,07/03/2014 02:00:00 AM,17.4,1.28,1.312,0.235,4,11,07/03/2014 2:00 AM,OstermanBeach201407030200
Ohio Street Beach,07/03/2014 02:00:00 AM,16.4,1.06,1.749,0.193,5,10.6,07/03/2014 2:00 AM,OhioStreetBeach201407030200
Rainbow Beach,07/03/2014 02:00:00 AM,15.9,1.72,1.599,0.279,4,10.7,07/03/2014 2:00 AM,RainbowBeach201407030200
63rd Street Beach,07/03/2014 03:00:00 AM,15.5,1.45,1.723,0.26,5,10.8,07/03/2014 3:00 AM,63rdStreetBeach201407030300
Montrose Beach,07/03/2014 03:00:00 AM,16.6,1.02,1.656,0.263,5,10.5,07/03/2014 3:00 AM,MontroseBeach201407030300
Osterman Beach,07/03/2014 03:00:00 AM,17.3,1.13,1.327,0.24,5,11,07/03/2014 3:00 AM,OstermanBeach201407030300
Ohio Street Beach,07/03/2014 03:00:00 AM,16.3,1.13,1.677,0.18,4,10.6,07/03/2014 3:00 AM,OhioStreetBeach201407030300
Rainbow Beach,07/03/2014 03:00:00 AM,15.9,1.69,1.513,0.282,4,10.7,07/03/2014 3:00 AM,RainbowBeach201407030300
Calumet Beach,07/03/2014 04:00:00 AM,17.7,2.31,1.553,0.13,5,10.3,07/03/2014 4:00 AM,CalumetBeach201407030400
63rd Street Beach,07/03/2014 04:00:00 AM,15.5,1.54,1.833,0.27,5,10.8,07/03/2014 4:00 AM,63rdStreetBeach201407030400
Montrose Beach,07/03/2014 04:00:00 AM,16.7,1.06,1.701,0.275,4,10.5,07/03/2014 4:00 AM,MontroseBeach201407030400
Osterman Beach,07/03/2014 04:00:00 AM,17.3,1.74,1.38,0.252,4,11,07/03/2014 4:00 AM,OstermanBeach201407030400
Ohio Street Beach,07/03/2014 04:00:00 AM,15.9,1.38,1.758,0.203,4,10.6,07/03/2014 4:00 AM,OhioStreetBeach201407030400
Rainbow Beach,07/03/2014 04:00:00 AM,15.8,2.02,1.643,0.277,4,10.7,07/03/2014 4:00 AM,RainbowBeach201407030400
Calumet Beach,07/03/2014 05:00:00 AM,17.6,2.25,1.53,0.137,5,10.3,07/03/2014 5:00 AM,CalumetBeach201407030500
63rd Street Beach,07/03/2014 05:00:00 AM,15.5,2,1.799,0.379,3,10.8,07/03/2014 5:00 AM,63rdStreetBeach201407030500
Montrose Beach,07/03/2014 05:00:00 AM,16.6,1.5,1.608,0.325,3,10.5,07/03/2014 5:00 AM,MontroseBeach201407030500
Osterman Beach,07/03/2014 05:00:00 AM,17.3,1.84,1.282,0.279,3,11,07/03/2014 5:00 AM,OstermanBeach201407030500
Ohio Street Beach,07/03/2014 05:00:00 AM,15.3,1.25,1.71,0.249,3,10.6,07/03/2014 5:00 AM,OhioStreetBeach201407030500
Rainbow Beach,07/03/2014 05:00:00 AM,16.3,1.22,1.623,0.389,3,10.7,07/03/2014 5:00 AM,RainbowBeach201407030500
Calumet Beach,07/03/2014 06:00:00 AM,17.6,2.49,1.514,0.167,4,10.3,07/03/2014 6:00 AM,CalumetBeach201407030600
63rd Street Beach,07/03/2014 06:00:00 AM,15.4,1.95,1.84,0.38,4,10.8,07/03/2014 6:00 AM,63rdStreetBeach201407030600
Montrose Beach,07/03/2014 06:00:00 AM,16.6,1.21,1.688,0.29,4,10.5,07/03/2014 6:00 AM,MontroseBeach201407030600
